flavor,ice_cream,hot_fudge,caramel,marshmallow,whipped_cream,nuts,cherry,banana,calories
mexican vanilla,2,0.993305781845,0.956642164486,0.993305781845,0.909945169478,0.121192016804,0,6,709.16193233
triplemex,3,1.32486375208,0.79543389464,1.32486375208,1.23806036316,0.640196846531,1,11,966.445347448
sweet cream,0,1.61686544925,0.31851202196,1.61686544925,1.12953446643,0.0420981018025,0,7,498.134346427
sweet cream,0,3.41649529778,0.0432510097733,3.41649529778,0.757460837943,0.820520704261,0,12,967.697197829
sweet cream,0,0.924333246476,0.800236830544,0.924333246476,0.686987787291,0.268703389036,1,13,443.049907951
mexican vanilla,2,1.56197932004,0.487174383128,1.56197932004,1.12838808561,0.576028147082,1,2,793.399499519
mexican vanilla,2,0.618814543353,2.25631493831,0.618814543353,1.3276453698,0.147913217414,1,3,808.167700413
triplemex,3,1.05981461719,1.02507719865,1.05981461719,0.998144771702,0.984707997187,1,15,969.935792128
vanilla,1,1.84278352078,0.198806458875,1.84278352078,1.14563851871,0.591931965292,1,0,674.27855544
mexican vanilla,2,1.96850981942,0.257858460111,1.96850981942,1.11370442282,0.279623558797,0,14,897.697037193
triplemex,3,1.14744536184,0.60734422739,1.14744536184,0.711368834749,0.297635026256,1,6,847.53567656
sweet cream,0,0.639145036823,1.18727797299,0.639145036823,1.04211180058,0.159162720295,1,11,417.172985574
mexican vanilla,2,1.16092623815,0.0916853130101,1.16092623815,0.906174966735,0.348760381865,1,6,640.671775315
mexican vanilla,2,3.34943118734,0.287844224405,3.34943118734,0.765913398436,0.615512962995,1,14,1269.43738583
mexican vanilla,2,1.77178235035,1.08398164629,1.77178235035,1.00912516543,0.0966821548532,0,9,937.449943598
triplemex,3,3.66939259634,0.521399825073,3.66939259634,1.07202064977,0.690826559858,0,5,1474.67561604
vanilla,1,0.160226495559,5.77446034848,0.160226495559,1.00643473816,1.37911398173,0,14,1190.23285315
sweet cream,0,1.79685963962,0.915473916151,1.79685963962,0.863661775321,0.78738015442,0,8,672.81429925
triplemex,3,1.82703263228,0.85332636745,1.82703263228,0.548627149069,0.278937917147,0,9,1059.09302624
vanilla,1,3.15737337582,0.590417071188,3.15737337582,0.884012491569,0.568252520541,1,13,1123.39063059
triplemex,3,1.10232259681,0.99479125006,1.10232259681,0.950973288398,0.424261104672,1,18,962.620178251
vanilla,1,3.0594338094,0.946775104329,3.0594338094,0.956231304598,0.416310828828,1,7,1115.34010988
vanilla,1,2.66798816388,0.112031469504,2.66798816388,1.10427273257,0.0560422167135,1,1,845.438054093
mexican vanilla,2,1.23170612675,0.652210262147,1.23170612675,1.18002506167,1.49107628081,1,11,826.752085544
mexican vanilla,2,3.83876117262,1.14021138016,3.83876117262,1.1053615029,1.16838619573,1,3,1494.98420199
vanilla,1,3.21018370014,0.130963721515,3.21018370014,1.08744590147,1.62433173716,0,1,1054.10663733
triplemex,3,0.205740154744,5.16670083574,0.205740154744,1.29322090965,0.321252574955,1,18,1361.84856007
sweet cream,0,2.89577360001,0.0562757209048,2.89577360001,1.05000514911,0.685385319404,1,19,878.054065302
mexican vanilla,2,1.21616003263,1.14227197961,1.21616003263,0.815717795195,1.11790429146,0,6,841.801762033
vanilla,1,2.91949093062,0.0868417450067,2.91949093062,0.96372575696,0.401288499031,0,1,912.673225412
mexican vanilla,2,2.51532241781,0.775539684194,2.51532241781,0.906845836209,0.552935558533,0,6,1084.0631017
sweet cream,0,1.68885242201,0.262023579088,1.68885242201,0.821304215564,0.0723342576673,0,19,566.703788974
sweet cream,0,2.69070636892,0.117878731633,2.69070636892,1.32869312885,0.57200371116,1,13,802.588132564
mexican vanilla,2,3.38714563077,0.47792357261,3.38714563077,1.08928878933,0.706218636757,1,19,1339.50018574
vanilla,1,1.88033993404,0.654272177858,1.88033993404,0.811276297174,1.07372040687,1,9,818.402040909
sweet cream,0,1.43994059051,1.68015809631,1.43994059051,0.715475467214,1.55767350775,1,16,783.616341199
mexican vanilla,2,2.08483540103,0.0638618032543,2.08483540103,1.14295851314,1.64448985479,0,2,906.156281591
mexican vanilla,2,2.50060257507,0.332696034138,2.50060257507,0.956857058639,0.182016964882,1,2,983.810753602
vanilla,1,3.41513447553,0.0256643743371,3.41513447553,1.05596958645,0.542122829472,1,3,1053.1871732
mexican vanilla,2,1.53930154276,0.889290875189,1.53930154276,1.0608033096,1.24262398614,0,3,877.836642751
vanilla,1,2.12347445228,0.254185542877,2.12347445228,1.13690465213,0.511414003328,0,2,750.662381884
triplemex,3,3.60913080931,0.589103239941,3.60913080931,1.16282574864,0.411229723099,1,12,1499.51228046
sweet cream,0,2.02056474335,1.18812596878,2.02056474335,1.07116422696,0.0584987013655,1,10,752.854330038
sweet cream,0,0.724078137808,1.4940568866,0.724078137808,1.12828174958,1.2018760534,0,16,554.248124108
triplemex,3,1.98873219337,1.07662225852,1.98873219337,1.13538573153,0.0909299151778,0,3,1098.30596873
sweet cream,0,0.832265114364,1.11125793532,0.832265114364,1.01541995694,1.02208990168,0,18,523.982823628
triplemex,3,0.656466209419,1.82679999385,0.656466209419,0.872029228665,0.400686201627,1,1,889.147095342
sweet cream,0,2.09880354591,0.688693728908,2.09880354591,1.13161605028,0.36199384934,0,10,705.157566684
sweet cream,0,0.678572673756,1.67547709276,0.678572673756,1.04257184688,0.993859954109,0,16,558.998304833
mexican vanilla,2,2.33202585999,0.261513472653,2.33202585999,0.925418609546,0.717047418405,0,16,1019.48920569
triplemex,3,0.942656003818,1.1771034904,0.942656003818,0.921578693734,0.251379427277,0,19,938.171125429
vanilla,1,3.32785680173,1.03792765957,3.32785680173,0.818704812923,0.320088660619,0,12,1207.2074209
sweet cream,0,2.1581132388,1.51774679977,2.1581132388,0.558381785936,0.789127995231,0,6,841.113783716
triplemex,3,1.12532987311,0.777972624558,1.12532987311,1.1694435635,0.0688690611729,0,17,906.827363527
mexican vanilla,2,4.40362622427,1.05395216462,4.40362622427,1.17689728885,1.51614406418,0,6,1648.22176228
sweet cream,0,1.05768890573,1.06713483176,1.05768890573,0.830922875172,0.159871124015,1,9,492.1333904
mexican vanilla,2,2.12968770376,0.279314296617,2.12968770376,1.08331841371,0.796887324077,0,18,986.829983946
mexican vanilla,2,0.420044437562,2.14125194754,0.420044437562,1.02200431273,0.127911767936,0,19,809.770524421
mexican vanilla,2,0.169750749737,5.17763226535,0.169750749737,0.6210057633,0.0526820413871,0,2,1110.68467541
vanilla,1,2.10255316714,0.902595336923,2.10255316714,1.21414824359,0.201011015205,0,8,857.791329031
vanilla,1,3.38236370658,0.73791667178,3.38236370658,0.901991203394,0.886482154458,1,6,1182.81846476
mexican vanilla,2,0.996957757422,0.198816346178,0.996957757422,0.908774889176,0.0815044694052,0,9,609.407313866
vanilla,1,1.70343110091,1.203721114,1.70343110091,0.883368441068,1.06067769077,1,13,876.516774396
mexican vanilla,2,2.28295445957,0.420456594873,2.28295445957,0.954924150942,0.734511284434,1,7,995.172061553
triplemex,3,1.67692227548,0.548880519469,1.67692227548,0.94628084399,0.511259398612,0,11,1000.69586347
sweet cream,0,1.56770607191,0.653742976026,1.56770607191,0.806023243524,0.919333112085,1,1,555.402805933
sweet cream,0,2.98729663307,0.347926990768,2.98729663307,1.01301833715,0.274578455014,1,10,878.846276331
triplemex,3,1.46881389424,1.13190522049,1.46881389424,1.05238560718,0.803820595184,1,17,1089.59937125
vanilla,1,0.349452462276,2.67910915551,0.349452462276,1.00045355875,0.221618691474,0,1,650.31405194
mexican vanilla,2,2.67295823775,0.187912685569,2.67295823775,1.02630477742,0.719922258604,1,13,1087.63301342
sweet cream,0,2.60396107131,0.23364061294,2.60396107131,0.816027044428,0.315108603702,0,13,773.320006309
mexican vanilla,2,1.66611812073,0.663550744566,1.66611812073,0.798585951216,0.49315753178,0,9,866.108706067
mexican vanilla,2,1.50830419129,0.835508277855,1.50830419129,0.730478940989,0.934568110639,1,10,886.97452656
vanilla,1,0.258454119659,3.87479064027,0.258454119659,0.985866756365,0.144485510873,1,12,865.94333555
vanilla,1,1.84254965054,0.851411305208,1.84254965054,1.16130507391,1.01399553035,0,9,830.339325526
vanilla,1,0.871127244438,1.1110188299,0.871127244438,1.08113538296,0.21608813185,1,13,613.88812525
mexican vanilla,2,3.00697841287,0.382206854046,3.00697841287,1.20129314601,1.17331178006,0,18,1241.3515655
vanilla,1,3.30193712847,0.88678533275,3.30193712847,0.814602985821,0.0686488843597,1,1,1118.45135014
sweet cream,0,2.0256208458,0.691474469402,2.0256208458,0.8920997556,0.0336885822573,1,18,716.947609017
sweet cream,0,2.30222285414,0.107817272248,2.30222285414,1.12624172155,0.383687394534,0,2,629.922607871
mexican vanilla,2,1.41040365667,0.209944072881,1.41040365667,1.37724815489,0.239221837686,0,4,701.071602222
sweet cream,0,2.39225451018,0.119650700716,2.39225451018,1.00655581187,0.88693107869,0,19,763.410233082
mexican vanilla,2,2.53346457546,0.665681606923,2.53346457546,1.08404861469,1.03273463536,1,16,1155.52750559
vanilla,1,2.2203168696,0.763811705979,2.2203168696,1.12498893181,0.240826218081,1,6,865.692195655
mexican vanilla,2,1.81977165734,0.822341639788,1.81977165734,0.703513234999,0.195034588634,1,8,915.673995616
mexican vanilla,2,2.94024913578,0.208806414858,2.94024913578,1.03674600334,1.47266827359,1,6,1160.31062788
vanilla,1,1.06146917787,1.15999890158,1.06146917787,0.583961029097,0.874634603166,0,14,694.770548095
mexican vanilla,2,2.98580862203,0.880862472346,2.98580862203,0.820790619368,0.785953696032,1,8,1246.44553612
triplemex,3,2.08119268917,1.25446075528,2.08119268917,0.815272076626,1.77349741484,1,11,1277.66433294
mexican vanilla,2,0.280710720136,4.10842747943,0.280710720136,0.535296235824,0.470641427835,1,4,1016.25624323
triplemex,3,1.45701682015,0.625847497954,1.45701682015,0.904798898654,0.740625775248,0,5,938.401009682
triplemex,3,0.124601809053,9.01362770594,0.124601809053,0.952724192035,0.882740008702,1,16,1933.95340212
sweet cream,0,2.82125889209,0.0982828958908,2.82125889209,0.893074196187,1.15284818186,1,12,852.844160069
vanilla,1,2.85258062673,1.11149445093,2.85258062673,1.17747818325,0.767491696904,1,15,1147.66373463
mexican vanilla,2,2.53539496757,0.330377871204,2.53539496757,1.27223406685,0.573585021131,1,17,1089.26254617
vanilla,1,3.71100244405,0.517847930503,3.71100244405,1.22002080118,0.581061311802,1,7,1224.24103259
mexican vanilla,2,0.199931898455,5.43805249208,0.199931898455,0.944113559823,1.68978419751,1,10,1289.73296678
vanilla,1,2.2879811668,0.465451174687,2.2879811668,0.790313693903,0.319832155003,0,4,821.127085203
mexican vanilla,2,1.60449110193,0.132947367369,1.60449110193,1.15659651685,0.0718810692663,1,4,735.911706187
vanilla,1,1.82742403547,0.897147171875,1.82742403547,0.909767711451,0.365520293624,0,19,848.98224102
mexican vanilla,2,3.47046866268,1.19650960077,3.47046866268,0.916939238766,0.620617433773,1,1,1372.45999138
triplemex,3,1.7616635284,0.652866116784,1.7616635284,0.964699502701,0.0419728957252,0,3,974.162040426
mexican vanilla,2,3.28554079191,0.318957111816,3.28554079191,1.23996908389,0.353121571675,1,0,1178.804596
sweet cream,0,3.97975229978,0.709647466916,3.97975229978,0.893321787363,0.29797657826,0,3,1138.43059819
mexican vanilla,2,2.75852439386,0.0690651624605,2.75852439386,0.975353250081,0.11012527385,1,3,1010.29996253
sweet cream,0,1.32709628857,0.956828686009,1.32709628857,0.958475736276,1.48733499725,0,0,557.332930797
mexican vanilla,2,2.66293627884,0.432847125992,2.66293627884,1.1867758879,0.0322285241987,1,10,1073.76677192
sweet cream,0,1.89205487551,1.27190942892,1.89205487551,1.02460654142,0.843747382749,0,16,794.184354683
sweet cream,0,1.69651934192,0.320683557728,1.69651934192,1.16759585002,0.195783219723,1,16,579.362296926
triplemex,3,1.59733146732,0.531823285012,1.59733146732,1.06555584535,0.486447723792,0,10,972.953192535
vanilla,1,4.03710660132,0.284324892238,4.03710660132,0.972960571128,1.64046390605,0,16,1358.73226404
sweet cream,0,1.08533240802,0.625193449974,1.08533240802,1.06516682358,0.149279836573,0,14,451.097445918
vanilla,1,0.743577883098,1.87247874937,0.743577883098,1.42042955838,0.213303781585,1,8,673.794908727
vanilla,1,2.13924162948,0.58115721888,2.13924162948,0.926869305196,0.802183059293,1,13,879.508097608
sweet cream,0,1.31321812308,0.23915520144,1.31321812308,1.18867842612,0.342920336363,0,19,485.833255213
mexican vanilla,2,2.49264652297,0.488974298603,2.49264652297,0.915162194697,0.576575701538,1,9,1059.65785817
mexican vanilla,2,0.768374664659,2.16393584039,0.768374664659,1.21873648355,0.372141179892,1,0,827.040993086
sweet cream,0,1.94776526089,0.00328224392432,1.94776526089,1.31120942903,0.761296736784,1,2,553.988164083
vanilla,1,1.31875500108,1.44791744487,1.31875500108,0.638942292743,0.273711102941,1,14,780.673460488
mexican vanilla,2,2.38162380447,0.484375034923,2.38162380447,1.06805406754,0.537710725637,1,15,1060.49217518
mexican vanilla,2,1.73172893736,0.157902329114,1.73172893736,0.964429371061,1.05185737567,0,11,845.925887459
mexican vanilla,2,4.51249749738,0.17653756352,4.51249749738,0.872066204505,0.356995285846,1,18,1551.4313028
triplemex,3,0.286381235506,3.21179807213,0.286381235506,0.807598233852,0.00998270348474,1,6,1009.32494074
mexican vanilla,2,1.74851494698,1.00388403292,1.74851494698,1.0264633532,0.151482085279,1,12,945.497152773
vanilla,1,1.73923968284,0.138612495536,1.73923968284,1.12996997769,0.51206866082,0,17,712.244987902
vanilla,1,2.0104177311,0.498881350724,2.0104177311,1.0172455188,0.948329668833,0,12,829.991082975
triplemex,3,0.568451671957,1.84100372667,0.568451671957,0.779626457775,0.891674632032,1,10,938.084220254
vanilla,1,2.5063787349,0.126189711534,2.5063787349,0.759079961058,0.672254772435,1,4,850.208518766
vanilla,1,3.94487496011,0.0696369437346,3.94487496011,0.690132829994,0.118889231873,1,15,1228.12980582
triplemex,3,2.76842032297,0.235078705547,2.76842032297,0.991786391212,1.1569324135,0,0,1204.14779838
triplemex,3,3.37219695538,0.209189138007,3.37219695538,0.865010526782,0.86300639565,1,17,1428.49801354
vanilla,1,2.47345649443,0.650677577145,2.47345649443,1.08014660116,0.755261174909,0,14,969.369991735
mexican vanilla,2,1.40652949569,1.61354445849,1.40652949569,1.20796160523,0.43406858346,0,11,954.031164711
sweet cream,0,2.46593047966,0.755722716862,2.46593047966,1.17043587513,0.452042682184,1,4,789.806648555
vanilla,1,2.44447458449,0.178258140795,2.44447458449,0.762657171756,0.29196229771,1,8,843.556739502
vanilla,1,0.59754386931,2.06249027838,0.59754386931,0.982327753455,0.440460587781,1,12,693.641160501
mexican vanilla,2,2.81400965811,0.62067498267,2.81400965811,1.16132936029,0.79549881627,1,10,1177.66923762
mexican vanilla,2,1.98071174029,0.0259575439991,1.98071174029,1.1654107,1.18314207327,0,18,931.551955936
sweet cream,0,2.00067604049,0.178385055271,2.00067604049,0.934485679679,0.598697964189,0,8,604.33755206
triplemex,3,0.400138997607,1.83179956373,0.400138997607,0.656975685684,0.26192579921,1,9,857.156779407
mexican vanilla,2,2.93019677699,0.257733237605,2.93019677699,1.15478881071,0.402105465558,1,2,1092.55276365
mexican vanilla,2,3.25407468691,1.41476741548,3.25407468691,0.986461938551,0.190693490068,0,2,1327.16015406
sweet cream,0,1.82363243264,1.71525532281,1.82363243264,0.48981800423,0.526822481228,1,7,786.456074678
sweet cream,0,1.62890727221,1.00986815416,1.62890727221,0.889999596789,0.109198345066,0,19,666.286955204
triplemex,3,2.20282361757,0.673630919719,2.20282361757,1.11702487416,0.64167853812,0,5,1128.77066825
mexican vanilla,2,2.80829797437,0.162866958755,2.80829797437,0.96028714224,0.737022946248,1,1,1058.03798186
vanilla,1,3.65555838752,0.330383905299,3.65555838752,1.02589303077,0.0159727882958,0,1,1114.45296634
mexican vanilla,2,0.474835096132,0.740654753984,0.474835096132,0.852239858559,1.10342465006,0,15,640.796138502
mexican vanilla,2,3.37888478078,0.149635194803,3.37888478078,1.05804013075,0.431128848808,0,5,1196.1872379
mexican vanilla,2,1.77283169171,0.0479274813204,1.77283169171,0.814144193404,0.143903171048,0,5,763.105357226
mexican vanilla,2,2.21036934426,0.798065335495,2.21036934426,0.982614314449,0.325523373419,0,17,1055.43921958
sweet cream,0,1.47368030662,0.365127183235,1.47368030662,1.24009407214,0.381761608908,1,12,520.197987162
mexican vanilla,2,1.35152867236,1.57068430396,1.35152867236,0.917854104769,0.150854121903,1,18,960.370352618
triplemex,3,3.25567668839,0.234913610653,3.25567668839,1.03093335083,0.469293523137,0,5,1316.86835666
sweet cream,0,1.95938949779,0.0240500544664,1.95938949779,0.814432821276,0.86374682239,0,19,638.157686306
sweet cream,0,2.01586024219,0.0377316207829,2.01586024219,1.16646334672,0.953665293932,1,8,614.639775136
sweet cream,0,1.20616794094,1.56795046806,1.20616794094,0.650889544671,0.335931243153,0,18,648.73823396
sweet cream,0,1.8706994862,0.0231147522035,1.8706994862,1.03196938835,1.11932915867,0,6,565.36429742
mexican vanilla,2,2.39116950903,0.288581364009,2.39116950903,1.17544482065,0.232478155313,0,1,941.107048188
vanilla,1,1.98149689496,0.670699083694,1.98149689496,1.08306923905,0.327197652324,0,4,778.003522822
sweet cream,0,0.73484266766,1.00831975392,0.73484266766,0.7802424213,0.492158430453,0,9,410.808490897
vanilla,1,0.483004520235,1.62415206727,0.483004520235,0.917907092757,0.60731656009,1,3,562.083024895
mexican vanilla,2,3.43174086031,0.0607314433062,3.43174086031,0.718871432682,0.525107561659,0,0,1173.05128112
mexican vanilla,2,2.36523888513,0.427578609851,2.36523888513,1.20751808279,1.32933280388,0,8,1045.57329762
mexican vanilla,2,0.846278622667,2.22049508683,0.846278622667,1.33228691266,0.910838923091,0,16,954.844160146
triplemex,3,1.68866734575,1.35950241694,1.68866734575,0.874035827434,0.61839213063,0,17,1160.00409213
sweet cream,0,0.249238393563,3.8328815209,0.249238393563,1.02043009509,0.407113935938,1,10,723.760964084
sweet cream,0,1.38745689544,1.18469188827,1.38745689544,1.35645043954,0.339781554986,0,15,627.408688367
vanilla,1,2.30882839847,0.92986054811,2.30882839847,1.15777001339,0.8668489279,1,3,929.290788336
vanilla,1,2.6241359564,0.613749992136,2.6241359564,0.797268616967,0.620560465703,1,10,980.502660141
triplemex,3,2.02452396274,0.372845517371,2.02452396274,1.25069457284,0.0487584817211,1,19,1088.50129896
mexican vanilla,2,4.03603206072,0.150540035496,4.03603206072,0.97233505699,0.962776268948,0,12,1421.50651441
triplemex,3,1.90570596552,0.151632513022,1.90570596552,1.12671003631,0.113076914656,1,7,967.838894356
mexican vanilla,2,0.761977676854,0.95486660402,0.761977676854,1.12954507777,0.932674282947,0,1,668.394484586
sweet cream,0,1.03450293335,1.02021315227,1.03450293335,1.05258501249,0.228972979346,0,11,486.527035246
vanilla,1,1.6695621881,0.529137059519,1.6695621881,0.516508948142,0.260856638877,0,2,660.936009482
vanilla,1,0.964258628465,0.420279479272,0.964258628465,0.727829288691,0.328037112628,1,18,561.331068948
mexican vanilla,2,2.10359753747,0.384134842596,2.10359753747,1.01678007694,1.17943049131,1,13,997.625375938
triplemex,3,0.182617168362,6.29502913443,0.182617168362,1.11570961113,1.23323859929,0,7,1506.49626911
triplemex,3,2.62325686443,0.240868630105,2.62325686443,1.13861397145,0.238723045245,1,0,1131.98957466
vanilla,1,3.21992758768,1.27803609357,3.21992758768,1.05358328615,0.552278555223,1,2,1187.729905
triplemex,3,2.68812474784,0.0503983760093,2.68812474784,0.709439160721,0.127922228562,1,11,1165.66256808
triplemex,3,2.86152296477,0.825563892633,2.86152296477,0.64199746936,1.09639486491,0,19,1405.17104809
mexican vanilla,2,3.1765440148,0.503832817472,3.1765440148,1.26647270957,1.09759883494,0,16,1288.72264974
vanilla,1,1.7569167528,0.360770107647,1.7569167528,0.884952799719,0.269302011156,0,8,690.889427301
vanilla,1,3.04921240427,0.52898284346,3.04921240427,0.942200925717,0.420002853332,1,17,1100.18827766
mexican vanilla,2,2.99779277358,0.26229429165,2.99779277358,1.28590965291,0.441774967265,0,17,1180.16836273
vanilla,1,3.16125225128,0.0537581168204,3.16125225128,0.772921147636,1.27785075573,0,15,1080.45268731
sweet cream,0,0.3880060487,1.72229746038,0.3880060487,1.16542443748,1.62324240757,0,9,490.83164711
mexican vanilla,2,1.55524739696,0.178721363624,1.55524739696,1.1827687098,0.828123120481,0,17,825.488359487
sweet cream,0,1.6691089078,1.22576803172,1.6691089078,0.701014177839,0.366558959933,1,15,708.078493128
vanilla,1,3.26977621731,0.992926070128,3.26977621731,0.832373966679,0.813058642475,1,10,1208.6948887
vanilla,1,2.82724934615,0.153951870048,2.82724934615,1.00803967227,0.60645351959,1,6,943.292110403
triplemex,3,2.77263141013,0.459414795981,2.77263141013,1.04939319849,0.280712552155,0,12,1255.50084513
mexican vanilla,2,0.0766084485246,12.7767792644,0.0766084485246,1.06266220303,0.0782152524822,1,0,2230.08106204
mexican vanilla,2,2.94840983913,0.81907244442,2.94840983913,1.48900378427,0.662320515523,0,2,1188.9913825
vanilla,1,1.92245295951,0.166837443876,1.92245295951,0.865455897926,0.71115419699,0,6,715.120213493
vanilla,1,1.22493120202,1.07744463151,1.22493120202,1.17714770991,0.132284378311,0,14,690.880895827
mexican vanilla,2,1.06274431885,1.39259705079,1.06274431885,0.698563515695,1.50211230332,1,1,842.269760623
mexican vanilla,2,2.98089491821,0.0546022750701,2.98089491821,0.794893388957,0.591926137121,1,8,1111.36952478
sweet cream,0,0.982035788371,1.07240285912,0.982035788371,1.18841570591,0.498643042798,0,8,480.808853748
vanilla,1,3.07352351509,0.32382439348,3.07352351509,1.296938181,0.876259004431,1,10,1066.14299347
mexican vanilla,2,2.63938404436,0.909692651576,2.63938404436,0.924557002816,0.346228191563,0,17,1180.00777443
triplemex,3,0.950987624526,1.67252292768,0.950987624526,0.920718234092,0.118876141779,1,4,940.934898245
sweet cream,0,2.40637338233,0.600233835164,2.40637338233,0.840480007785,0.12348838234,1,16,792.526680035
vanilla,1,3.45594817181,1.50462541414,3.45594817181,1.15688265194,0.447173945166,1,2,1276.29461355
sweet cream,0,2.89255641806,0.243018730189,2.89255641806,0.908663795117,0.760058088655,0,3,819.864128838
mexican vanilla,2,1.31734356074,0.809099002684,1.31734356074,0.884350252976,0.889769956062,1,14,854.264040416
mexican vanilla,2,1.87475667584,0.658006124388,1.87475667584,0.788941663423,0.588574507875,0,11,932.130346319
sweet cream,0,1.43633986179,1.16844653765,1.43633986179,0.993074435129,0.554450353943,1,14,648.019059275
triplemex,3,2.83348550636,0.973797223233,2.83348550636,1.05548244319,0.491527509789,1,15,1381.46119511
triplemex,3,1.11491737674,1.97684359338,1.11491737674,1.23160046709,0.156410704785,0,0,1003.92922217
mexican vanilla,2,2.22108947719,1.20892303906,2.22108947719,1.19709850269,0.681836549525,0,0,1054.27944066
mexican vanilla,2,0.813453785453,1.43096144426,0.813453785453,1.0336720763,0.545654246275,1,1,740.559751927
triplemex,3,1.97227436992,1.34333022345,1.97227436992,0.89381574962,0.841201370719,0,15,1229.77872053
sweet cream,0,1.84366925746,0.188931300778,1.84366925746,1.0285955376,1.33085708281,1,3,587.028627923
sweet cream,0,1.80351205816,0.408942838291,1.80351205816,0.748262056623,0.279916629644,1,8,580.20136822
